route_id,origin,destination,distance_km,fuel_used_liters,weather_condition,traffic_level,cargo_weight_kg,vehicle_type,avg_speed_kmph,delivery_time_hrs,fuel_type,temperature_c,humidity_percent,wind_speed_kmph,driver_id,shipment_type,delivery_status,road_type,fuel_cost_usd,emission_factor,engine_efficiency,tire_condition,brake_condition,maintenance_status,route_risk_level,fuel_station_visits,rest_stops,delivery_priority,carbon_emission_kg,co2_per_km
R02974,Warehouse_B,City_Z,176.59,,Fog,High,7221.72,Truck_Medium,93.87,2.97,Diesel,-7.3,54.7,11.1,D02974,Electronics,In Transit,Highway,71.29,2.45,0.35,Good,Average,On Schedule,Medium,3,3,Low,161.38,0.9139
R02975,Warehouse_C,City_X,66.68,17.29,Clear,Low,4406.3,Truck_Large,47.23,2.26,Diesel,18.6,77.7,35.7,D02975,Furniture,,Highway,21.98,2.52,0.4,New,Poor,On Schedule,Low,4,0,High,43.57,0.6534
R02976,Warehouse_A,City_Z,648.99,219.94,Clear,High,12751.09,Truck_Small,,12.67,Petrol,13.8,77.2,19.3,D02976,Electronics,Delayed,Urban,264.68,2.54,0.48,New,Average,Overdue,Medium,4,2,Low,558.65,0.8608
R02977,Warehouse_A,City_Z,666.06,242.48,Snow,Low,13493.95,Truck_Small,44.23,15.91,CNG,25.7,46.1,34.7,D02977,Furniture,Delayed,Highway,298.64,2.52,0.39,Worn,Average,On Schedule,Medium,4,3,Medium,611.05,0.9174
R02978,Warehouse_C,City_X,604.51,229.89,Rain,High,10188.83,Truck_Medium,70.6,10.38,Diesel,4.7,46.1,1.6,D02978,Electronics,Delivered,Highway,330.94,2.7,0.26,Worn,Poor,On Schedule,Low,1,2,Low,620.7,1.0268
R02979,Warehouse_B,City_Z,224.31,49.63,Snow,Low,5042.45,Truck_Large,45.4,6.48,Diesel,9.0,86.6,19.5,D02979,Furniture,Delayed,Highway,54.22,2.7,0.28,Worn,Average,Overdue,Medium,2,3,High,134.0,0.5974
R02980,Warehouse_A,City_Y,623.26,235.97,Snow,Medium,1542.55,Truck_Small,87.74,8.17,Diesel,3.2,49.5,48.2,D02980,Groceries,Delivered,Urban,343.42,2.61,0.49,New,Poor,Overdue,Medium,2,0,Medium,615.88,0.9882
R02981,Warehouse_A,City_Z,103.69,24.83,Rain,Medium,6047.55,Truck_Large,42.39,4.36,CNG,4.6,54.9,28.6,D02981,Machinery,Delivered,Highway,35.48,2.63,0.39,New,Poor,Overdue,High,3,2,High,65.3,0.6298
R02982,Warehouse_A,City_Z,628.78,218.43,Rain,Medium,,Truck_Small,68.52,10.26,Petrol,-9.5,66.2,25.0,D02982,Machinery,In Transit,Rural,316.92,2.53,0.3,New,Good,Overdue,Low,1,0,Low,552.63,0.8789
R02983,Warehouse_B,City_Y,576.32,199.27,Fog,Low,15970.75,Truck_Medium,65.24,10.2,Diesel,15.5,49.0,12.4,D02983,Machinery,Delayed,Urban,263.17,2.41,0.39,New,Good,Overdue,Low,3,2,Medium,480.24,0.8333
R02984,Warehouse_C,City_Y,672.49,135.64,Snow,High,17221.32,Truck_Small,52.13,14.17,Diesel,13.7,69.7,24.6,D02984,Electronics,Delivered,Urban,194.23,2.54,0.49,Good,Poor,On Schedule,Low,1,3,Medium,344.53,0.5123
R02985,Warehouse_B,City_Y,900.7,219.88,Snow,Medium,8845.76,Truck_Small,75.21,12.66,Diesel,7.8,47.4,41.2,D02985,Groceries,Delivered,Highway,328.85,2.4,0.26,Good,Poor,Overdue,Low,0,3,High,527.71,0.5859
R02986,Warehouse_A,City_X,857.84,255.96,Clear,Medium,16126.36,Truck_Small,63.17,14.72,Electric,17.0,61.6,16.9,D02986,Electronics,Delivered,Highway,316.29,2.75,0.38,Worn,Poor,Pending,High,0,2,Medium,703.89,0.8205
R02987,Warehouse_C,City_Y,981.62,278.79,Clear,Low,19873.7,Truck_Medium,51.88,19.54,Diesel,9.6,63.6,28.2,D02987,Electronics,Delivered,Highway,398.92,2.66,0.28,New,Good,Overdue,Medium,0,1,High,741.58,0.7555
R02988,Warehouse_B,City_X,977.43,375.05,Clear,High,14615.6,Truck_Small,89.59,11.67,Petrol,11.6,78.0,33.7,D02988,Electronics,Delivered,Urban,544.51,2.79,0.36,New,Good,Overdue,Low,1,0,Medium,1046.39,1.0706
R02989,Warehouse_C,City_Y,783.7,213.13,Rain,Medium,14843.38,,79.64,11.52,Electric,-9.9,81.6,20.0,D02989,Furniture,In Transit,Urban,246.14,2.47,0.41,Worn,Average,Pending,Medium,4,3,High,526.43,0.6717
R02990,Warehouse_A,City_X,958.6,371.36,Clear,High,18281.19,Truck_Medium,40.73,24.49,Diesel,-6.7,70.9,14.2,D02990,Groceries,In Transit,Rural,453.56,2.66,0.36,Worn,Average,Pending,Medium,1,0,Medium,987.82,1.0305
R02991,Warehouse_B,City_Y,873.92,255.08,Clear,Medium,7424.74,Truck_Small,70.11,13.1,Diesel,-2.5,46.2,7.8,D02991,Furniture,Delivered,Highway,328.25,2.48,0.49,Good,Poor,Pending,Medium,0,0,High,632.6,0.7239
R02992,Warehouse_C,City_Y,741.2,291.2,,Low,1212.9,Truck_Large,56.28,14.75,Diesel,-0.8,57.8,5.1,D02992,Electronics,Delivered,Highway,342.04,2.66,0.4,Good,Good,Pending,Medium,3,2,Low,774.59,1.045
R02993,Warehouse_B,City_Z,121.62,42.26,Rain,Medium,19752.57,Truck_Small,94.91,2.99,Electric,12.6,63.8,12.1,D02993,Groceries,In Transit,Highway,49.07,2.6,0.49,Worn,Average,Overdue,High,3,2,Low,109.88,0.9035
R02994,Warehouse_A,City_Y,96.6,35.34,Snow,Medium,10318.89,Truck_Medium,83.53,2.52,Diesel,33.7,47.9,1.0,D02994,Machinery,Delayed,Urban,42.07,2.67,0.33,Worn,Poor,Pending,Low,2,1,Medium,94.36,0.9768
R02995,Warehouse_C,City_Z,845.72,186.88,Fog,Medium,15927.87,,76.7,12.9,Diesel,10.3,86.4,38.0,D02995,Groceries,Delivered,Urban,226.49,2.69,0.26,Good,Average,On Schedule,Low,1,2,Low,502.71,0.5944
R02996,Warehouse_A,City_Y,515.17,163.43,Clear,Medium,16437.33,Truck_Small,45.34,13.14,Diesel,21.4,36.5,5.6,D02996,Electronics,Delivered,Urban,184.04,2.61,0.29,Worn,Poor,On Schedule,Medium,0,1,Low,426.55,0.828
R02997,Warehouse_C,City_Y,823.88,188.29,Clear,Low,8552.82,Truck_Small,95.84,9.93,Diesel,-8.7,80.0,44.9,D02997,Furniture,In Transit,Urban,232.85,2.6,0.27,Worn,Poor,Overdue,High,2,2,High,489.55,0.5942
R02998,Warehouse_A,City_Z,347.27,90.12,Clear,Medium,11284.19,Truck_Small,48.65,8.74,CNG,32.7,55.6,25.5,D02998,Groceries,Delayed,Urban,125.21,2.43,0.43,Good,Good,Pending,Medium,1,2,Low,218.99,0.6306
R02999,Warehouse_A,City_Z,427.77,138.9,Clear,High,11258.39,Truck_Small,67.04,7.37,Petrol,-4.3,86.7,22.8,D02999,Groceries,,Rural,182.27,2.55,0.3,Good,Good,Pending,Low,4,2,Medium,354.2,0.828
R03000,Warehouse_B,City_X,715.18,246.91,Rain,Low,,Truck_Small,80.86,10.3,Diesel,4.2,62.0,3.2,D03000,Groceries,In Transit,Urban,293.79,2.52,0.44,Good,Average,On Schedule,Low,4,1,Medium,622.21,0.87
R03001,Warehouse_A,City_Z,919.56,191.12,Clear,Low,3235.14,Truck_Large,,15.16,Electric,30.8,73.8,6.7,D03001,Machinery,Delayed,Urban,206.05,2.65,0.38,Worn,Average,Pending,High,3,3,Medium,506.47,0.5508
R03002,Warehouse_B,City_X,133.37,40.84,Clear,Medium,11327.87,Truck_Small,92.95,3.13,CNG,3.2,74.1,42.8,D03002,Machinery,,Rural,57.67,2.51,0.3,Good,Good,Pending,Low,1,2,Medium,102.51,0.7686
R03003,Warehouse_A,City_Y,868.4,271.86,Clear,Medium,3282.72,Truck_Medium,90.12,10.7,Electric,2.9,71.9,33.6,D03003,Furniture,In Transit,Urban,341.37,2.49,0.4,Good,Average,On Schedule,Low,3,1,Medium,676.93,0.7795
R03004,Warehouse_A,City_Z,803.36,173.34,Clear,Medium,7575.69,Truck_Medium,,18.59,CNG,20.1,33.0,4.7,D03004,Groceries,Delivered,Rural,257.52,2.74,0.25,Good,Average,Pending,Medium,1,0,Medium,474.95,0.5912
R03005,Warehouse_A,City_Z,349.76,104.98,Clear,Medium,4535.58,Truck_Large,77.06,6.28,CNG,35.2,67.3,34.1,D03005,Machinery,In Transit,Highway,118.24,2.73,0.33,Worn,Good,On Schedule,Low,1,1,Low,286.6,0.8194
R03006,Warehouse_C,City_Y,387.46,132.81,Clear,High,14431.41,Truck_Medium,43.13,9.54,Petrol,0.7,83.7,6.5,D03006,Electronics,Delayed,Rural,144.46,2.53,0.45,Good,Good,Overdue,Low,4,3,Low,336.01,0.8672
R03007,Warehouse_B,City_Y,94.14,19.83,Clear,High,17568.17,Truck_Large,83.23,2.75,Diesel,21.0,80.6,36.6,D03007,Furniture,Delivered,Highway,19.91,2.43,0.44,Worn,Good,Pending,Low,0,0,High,48.19,0.5119
R03008,Warehouse_C,City_Y,64.95,,Clear,Medium,11980.38,Truck_Medium,84.16,2.74,Diesel,20.0,84.9,47.2,D03008,Electronics,Delivered,Rural,23.81,2.6,0.45,Good,Poor,Overdue,High,4,2,Medium,59.46,0.9155
R03009,Warehouse_B,City_Y,503.16,158.64,Clear,Low,8792.96,Truck_Large,60.67,9.27,Petrol,23.0,56.7,37.9,D03009,Groceries,Delivered,Highway,189.21,2.58,0.4,Worn,Good,On Schedule,Medium,4,3,Medium,409.29,0.8134
R03010,Warehouse_A,City_Z,140.76,51.61,Rain,Low,19936.21,Truck_Small,87.2,2.53,Diesel,37.3,57.3,41.2,D03010,Electronics,Delivered,Rural,56.73,2.75,0.39,New,Poor,Overdue,Low,0,0,High,141.93,1.0083
R03011,Warehouse_C,City_Y,234.3,57.08,,High,1402.97,Truck_Medium,79.16,4.42,CNG,-1.7,78.5,31.0,D03011,Electronics,In Transit,Highway,58.16,2.62,0.35,New,Good,On Schedule,Low,1,1,Low,149.55,0.6383
R03012,Warehouse_B,City_Y,854.43,313.28,Clear,Medium,6782.48,Truck_Medium,70.24,12.83,Electric,22.7,48.2,0.2,D03012,Machinery,Delayed,Urban,348.58,2.78,0.49,Worn,Good,Overdue,High,2,0,Medium,870.92,1.0193
R03013,Warehouse_A,City_Z,592.48,129.7,Rain,Medium,6294.79,Truck_Large,67.32,10.31,Petrol,-0.9,75.9,39.3,D03013,Furniture,In Transit,Rural,176.96,2.59,0.49,New,Average,Overdue,High,2,3,High,335.92,0.567
R03014,Warehouse_B,City_X,651.95,183.05,Fog,Medium,7767.87,Truck_Large,46.55,14.85,CNG,5.7,60.3,20.2,D03014,Furniture,In Transit,Urban,250.38,2.67,0.25,Worn,Poor,Pending,High,4,3,Medium,488.74,0.7497
R03015,Warehouse_B,City_Z,228.11,54.72,Clear,Low,5381.32,Truck_Large,71.87,4.35,Diesel,9.5,45.9,43.7,D03015,Furniture,Delivered,Rural,58.81,2.59,0.49,Good,Good,On Schedule,High,4,2,Medium,141.72,0.6213
R03016,Warehouse_A,City_X,837.23,314.13,Clear,Medium,6020.99,Truck_Medium,49.37,18.8,CNG,31.8,68.6,28.6,D03016,Groceries,In Transit,Urban,461.22,2.53,0.47,New,Average,Pending,High,3,0,Medium,794.75,0.9493
R03017,Warehouse_C,City_Y,874.58,298.22,,Low,5895.87,Truck_Large,79.36,12.72,Electric,-7.3,47.7,9.6,D03017,Furniture,In Transit,Highway,321.93,2.41,0.4,New,Average,On Schedule,High,0,1,Medium,718.71,0.8218
R03018,Warehouse_A,City_Z,547.16,112.21,Clear,Medium,,Truck_Small,75.68,7.89,CNG,26.7,70.3,2.7,D03018,Furniture,Delivered,Highway,117.22,2.72,0.33,New,Average,Overdue,Low,2,0,High,305.21,0.5578
R03019,Warehouse_C,City_Y,916.93,185.13,Rain,Medium,8430.05,Truck_Large,57.43,17.61,Petrol,35.6,64.2,27.8,D03019,Machinery,Delayed,Highway,200.21,2.76,0.36,Worn,Poor,Overdue,Medium,3,2,Low,510.96,0.5573
R03020,Warehouse_B,City_Z,852.59,220.18,Clear,Low,13146.32,Truck_Small,54.82,16.67,Electric,-6.0,73.3,28.3,D03020,Machinery,Delivered,Urban,235.65,2.69,0.46,Good,Poor,On Schedule,Medium,4,1,Low,592.28,0.6947
R03021,Warehouse_B,City_X,744.76,,Snow,Medium,10773.62,Truck_Small,68.56,12.85,Electric,29.5,65.9,43.0,D03021,Electronics,Delivered,Rural,224.08,2.51,0.29,Worn,Poor,On Schedule,High,1,1,Low,427.43,0.5739
R03022,Warehouse_B,City_Z,747.37,243.69,Clear,High,4485.02,Truck_Large,70.75,11.51,CNG,-4.6,75.5,1.9,D03022,Machinery,Delivered,Urban,262.73,2.73,0.41,Worn,Average,On Schedule,Medium,3,1,Medium,665.27,0.8901
R03023,Warehouse_C,City_Y,150.12,49.95,Fog,Medium,16390.85,Truck_Small,87.88,2.91,Petrol,38.1,89.8,41.1,D03023,Electronics,Delayed,Rural,65.79,2.65,0.31,Worn,Good,On Schedule,High,1,2,High,132.37,0.8818
R03024,Warehouse_A,City_Z,307.29,,,Medium,9971.71,,58.24,6.29,CNG,30.8,58.1,20.3,D03024,Machinery,Delivered,Highway,135.86,2.67,0.34,New,Average,Pending,Medium,3,3,High,318.66,1.037
R03025,Warehouse_C,City_Y,113.5,44.31,Fog,Medium,3911.4,Truck_Small,64.21,3.15,Diesel,24.7,65.9,26.4,D03025,Machinery,Delivered,Rural,49.81,2.43,0.25,Worn,Poor,On Schedule,Medium,3,2,Low,107.67,0.9486
R03026,Warehouse_B,City_Z,58.25,19.33,Snow,High,4170.72,Truck_Large,60.6,1.86,Diesel,17.5,36.1,26.7,D03026,Electronics,Delayed,Highway,28.0,2.63,0.49,Worn,Poor,On Schedule,Low,2,0,High,50.84,0.8728
R03027,Warehouse_B,City_X,200.39,40.31,Clear,Medium,16142.4,Truck_Large,63.65,5.02,Diesel,36.0,87.0,19.1,D03027,Machinery,Delivered,Highway,44.63,2.62,0.28,Good,Good,On Schedule,Low,4,1,High,105.61,0.527
R03028,Warehouse_A,City_Z,886.46,240.94,Rain,High,14356.87,Truck_Small,74.03,13.4,Diesel,-4.0,65.8,9.3,D03028,Furniture,Delivered,Urban,345.1,2.66,0.44,Good,Average,Overdue,Low,0,1,High,640.9,0.723
R03029,Warehouse_C,City_Z,277.88,84.09,Clear,Medium,10624.03,Truck_Medium,73.45,5.7,Petrol,-3.9,36.2,3.9,D03029,Furniture,Delivered,Urban,96.85,2.71,0.39,Worn,Good,Pending,High,2,1,Low,227.88,0.8201
R03030,Warehouse_B,City_Z,971.65,291.34,Snow,High,6815.55,Truck_Small,61.68,17.27,Petrol,31.1,54.0,10.3,D03030,Groceries,Delivered,Highway,435.73,2.56,0.46,New,Average,Overdue,Low,0,2,High,745.83,0.7676
R03031,Warehouse_C,City_Z,617.43,197.99,Clear,High,9749.92,Truck_Large,76.15,8.89,CNG,14.1,34.9,35.7,D03031,Electronics,Delayed,Highway,295.1,2.46,0.38,New,Poor,On Schedule,Medium,2,3,Medium,487.06,0.7889
R03032,Warehouse_C,City_X,275.4,107.99,,Medium,13093.19,Truck_Small,76.96,4.1,Petrol,32.3,59.8,34.1,D03032,Groceries,Delivered,Rural,152.68,2.77,0.5,Worn,Average,Pending,Low,1,1,Medium,299.13,1.0862
R03033,Warehouse_A,City_Y,522.27,196.92,Fog,Low,17706.36,Truck_Small,71.61,8.4,CNG,9.5,46.6,33.8,D03033,Furniture,Delivered,Highway,282.39,2.71,0.4,Worn,Poor,Overdue,Low,0,0,High,533.65,1.0218
R03034,Warehouse_A,City_Z,258.14,57.25,Clear,Low,11561.49,Truck_Large,67.14,5.84,Petrol,12.6,50.4,45.4,D03034,Machinery,Delivered,Rural,80.82,2.62,0.4,New,Average,Pending,High,1,2,Medium,150.0,0.5811
R03035,Warehouse_B,City_Z,984.77,249.34,Clear,Low,6257.97,Truck_Large,44.68,23.86,Petrol,6.6,34.1,22.8,D03035,Groceries,Delivered,Urban,327.84,2.54,0.48,Good,Poor,Overdue,Low,1,1,Medium,633.32,0.6431
R03036,Warehouse_A,City_Z,854.9,313.43,Clear,Low,1812.06,Truck_Medium,72.48,13.57,Diesel,37.5,75.7,38.0,D03036,Furniture,In Transit,Highway,440.22,2.79,0.31,Good,Average,On Schedule,High,1,0,Medium,874.47,1.0229
R03037,Warehouse_C,City_X,74.93,27.34,Rain,Low,4333.65,Truck_Small,82.76,2.26,Electric,13.2,80.5,33.4,D03037,Furniture,Delivered,Urban,35.93,2.44,0.34,Worn,Poor,On Schedule,Medium,3,3,Medium,66.71,0.8903
R03038,Warehouse_A,City_Y,950.39,242.42,Rain,Medium,13353.37,Truck_Small,52.92,18.6,Petrol,27.8,38.4,46.9,D03038,Groceries,Delivered,Rural,344.5,2.77,0.42,Good,Average,On Schedule,Low,2,0,Medium,671.5,0.7066
R03039,Warehouse_C,City_Y,735.01,,Rain,Low,4048.3,Truck_Small,86.67,9.0,Petrol,24.8,75.0,33.5,D03039,Machinery,Delivered,Rural,373.4,2.56,0.29,New,Poor,Pending,Medium,2,1,High,651.26,0.8861
R03040,Warehouse_B,City_Z,128.26,42.89,Snow,Medium,10149.25,Truck_Medium,75.19,3.46,CNG,1.8,37.7,9.0,D03040,Electronics,,Highway,59.04,2.44,0.45,Good,Average,On Schedule,Low,3,3,High,104.65,0.8159
R03041,Warehouse_C,City_Z,687.11,202.49,Clear,High,14280.15,Truck_Medium,54.25,13.43,Diesel,35.7,35.1,37.2,D03041,Groceries,In Transit,Highway,300.16,2.55,0.4,Worn,Average,On Schedule,Low,1,2,Medium,516.35,0.7515
R03042,Warehouse_A,City_Y,664.58,159.69,Clear,Medium,6856.27,Truck_Small,49.78,13.97,Diesel,17.2,36.8,17.9,D03042,Machinery,Delivered,Highway,195.48,2.7,0.44,Good,Poor,Overdue,Low,3,2,Low,431.16,0.6488
R03043,Warehouse_A,City_Z,257.85,97.4,Rain,High,13713.01,Truck_Large,54.72,6.28,Diesel,32.8,31.9,12.7,D03043,Electronics,Delivered,Rural,142.47,2.57,0.5,Good,Average,On Schedule,High,2,2,Low,250.32,0.9708
R03044,Warehouse_B,City_Z,770.52,258.56,Rain,Low,12040.37,Truck_Small,85.55,9.51,CNG,31.6,52.6,13.9,D03044,Electronics,Delivered,Urban,287.81,2.6,0.49,Good,Poor,Pending,Medium,4,2,High,672.26,0.8725
R03045,Warehouse_A,City_Z,132.71,31.03,Clear,Medium,9339.84,Truck_Small,55.03,4.02,CNG,-7.1,87.2,41.3,D03045,Furniture,Delivered,Highway,31.52,2.73,0.36,New,Poor,Pending,High,0,1,Medium,84.71,0.6383
R03046,Warehouse_B,City_X,514.97,175.58,Clear,Medium,18047.66,,80.99,7.15,Diesel,21.0,84.0,22.6,D03046,Groceries,Delivered,Urban,186.83,2.65,0.32,Good,Good,Overdue,High,4,3,High,465.29,0.9035
R03047,Warehouse_B,City_X,59.43,20.7,Clear,Medium,14149.12,Truck_Large,72.75,1.8,Diesel,29.4,49.9,23.5,D03047,Electronics,Delivered,Highway,22.36,2.67,0.41,Good,Average,On Schedule,Low,1,2,Low,55.27,0.93
R03048,Warehouse_A,City_Y,970.3,366.17,Clear,Medium,7851.34,Truck_Medium,72.81,14.08,Petrol,35.3,77.7,0.5,D03048,Furniture,Delivered,Urban,517.11,2.46,0.43,New,Average,Overdue,Medium,4,3,Low,900.78,0.9284
R03049,Warehouse_C,City_X,763.99,,Clear,Low,16281.03,Truck_Medium,91.16,10.05,Electric,15.3,79.5,13.5,D03049,Electronics,Delivered,Rural,224.31,2.5,0.32,Good,Poor,On Schedule,Medium,3,1,Low,467.12,0.6114
R03050,Warehouse_B,City_X,200.91,79.91,Clear,Low,15023.94,Truck_Small,92.48,3.4,Diesel,27.5,39.1,44.2,D03050,Electronics,Delivered,Highway,89.23,2.56,0.32,Worn,Average,Overdue,Medium,3,2,Medium,204.57,1.0182
R03051,Warehouse_C,City_Y,374.59,86.41,Clear,Medium,16042.0,Truck_Small,72.21,5.94,Petrol,38.5,43.8,24.9,D03051,Electronics,Delivered,Rural,121.5,2.44,0.3,Good,Average,Overdue,High,0,2,Medium,210.84,0.5629
R03052,Warehouse_A,City_X,202.53,64.84,,Medium,13178.16,Truck_Small,43.92,5.17,CNG,31.4,71.4,20.8,D03052,Furniture,Delivered,Rural,71.39,2.51,0.48,Good,Average,On Schedule,Low,1,3,High,162.75,0.8036
R03053,Warehouse_C,City_Y,778.29,257.95,Rain,Medium,8208.04,Truck_Large,49.67,17.65,Petrol,32.7,45.8,3.7,D03053,Electronics,Delayed,Urban,267.99,2.73,0.28,Worn,Average,Overdue,Low,2,2,Medium,704.2,0.9048
R03054,Warehouse_C,City_Z,105.95,30.07,Snow,Low,7622.99,Truck_Small,96.92,2.66,Diesel,10.4,86.3,14.7,D03054,Furniture,In Transit,Urban,37.08,2.41,0.31,Worn,Poor,On Schedule,Low,0,3,High,72.47,0.684
R03055,Warehouse_C,City_Y,848.39,250.28,Clear,Medium,13428.88,Truck_Large,,19.17,CNG,-5.4,43.8,6.6,D03055,Furniture,Delayed,Rural,258.97,2.42,0.41,Good,Poor,Overdue,Medium,1,2,Medium,605.68,0.7139
R03056,Warehouse_C,City_Y,945.09,357.42,Clear,Low,3487.1,Truck_Small,90.12,11.74,CNG,38.3,77.9,8.2,D03056,Electronics,Delivered,Highway,407.27,2.67,0.37,New,Poor,Overdue,Low,2,2,Low,954.31,1.0098
R03057,Warehouse_A,City_Y,692.8,227.97,Fog,High,16578.37,Truck_Small,72.42,10.72,CNG,24.8,75.5,16.9,D03057,Electronics,Delivered,Urban,307.8,2.55,0.28,Worn,Good,Pending,Low,0,1,Low,581.32,0.8391
R03058,Warehouse_A,City_Z,252.32,75.54,Clear,High,8036.37,Truck_Small,46.84,7.08,Electric,-1.4,60.2,3.4,D03058,Furniture,Delivered,Rural,89.69,2.71,0.32,Worn,Good,Pending,Low,3,2,Low,204.71,0.8113
R03059,Warehouse_C,City_Z,392.09,88.48,,Low,12977.07,Truck_Medium,95.17,5.86,Diesel,38.7,45.8,38.9,D03059,Electronics,Delivered,Rural,92.35,2.77,0.35,Good,Good,Pending,Low,4,0,Medium,245.09,0.6251
R03060,Warehouse_A,City_Z,503.38,101.41,,Low,10482.21,Truck_Small,95.69,5.85,Diesel,25.8,32.0,31.1,D03060,Groceries,In Transit,Rural,121.84,2.51,0.49,New,Good,Overdue,Medium,4,2,Low,254.54,0.5057
R03061,Warehouse_A,City_Y,624.39,140.48,Snow,Medium,10867.2,Truck_Small,76.92,9.91,Electric,-5.5,79.7,40.0,D03061,Machinery,In Transit,Highway,176.52,2.41,0.35,Worn,Good,On Schedule,Medium,0,0,Medium,338.56,0.5422
R03062,Warehouse_B,City_Y,685.23,268.09,Clear,Low,15022.12,Truck_Small,,12.46,Petrol,-1.5,52.7,17.4,D03062,Electronics,,Urban,301.63,2.58,0.28,New,Poor,Overdue,Medium,1,0,High,691.67,1.0094
R03063,Warehouse_A,City_Y,576.5,203.4,Clear,High,12906.73,Truck_Small,76.45,8.77,Petrol,33.3,50.4,11.1,D03063,Electronics,Delayed,Urban,220.78,2.79,0.49,Worn,Good,Pending,Low,1,3,Medium,567.49,0.9844
R03064,Warehouse_C,City_Y,383.75,150.98,Fog,Medium,5755.87,Truck_Large,77.67,6.16,CNG,37.7,32.7,29.5,D03064,Machinery,Delivered,Rural,208.48,2.62,0.36,Worn,Good,Overdue,Low,2,0,Low,395.57,1.0308
R03065,Warehouse_A,City_Y,896.37,185.68,Fog,Low,2410.29,Truck_Large,77.33,13.34,Petrol,8.2,39.1,1.1,D03065,Groceries,Delayed,Highway,191.98,2.55,0.28,Good,Average,On Schedule,High,0,3,Medium,473.48,0.5282
R03066,Warehouse_A,City_Y,127.32,42.79,Clear,Low,16964.45,Truck_Small,84.0,3.21,Petrol,10.7,52.1,4.5,D03066,Furniture,In Transit,Rural,63.26,2.62,0.4,Good,Good,Overdue,High,0,3,Medium,112.11,0.8805
R03067,Warehouse_A,City_Y,492.94,308.85,Fog,Medium,17812.99,Truck_Large,44.03,11.9,Diesel,9.8,71.4,37.1,D03067,Machinery,Delivered,Urban,103.34,2.47,0.45,New,Poor,Overdue,Medium,1,3,Medium,1271.45,2.5159000000000002
R03068,Warehouse_A,City_X,786.79,280.42,Clear,Medium,4125.43,Truck_Small,46.15,18.37,Petrol,31.8,42.4,44.4,D03068,Furniture,In Transit,Highway,371.73,2.7,0.43,Good,Good,Overdue,High,4,0,High,757.13,0.9623
R03069,Warehouse_B,City_Z,107.83,29.78,Rain,Medium,6880.06,Truck_Small,56.97,3.85,Petrol,12.7,39.8,10.3,D03069,Machinery,In Transit,Rural,31.77,2.67,0.33,Worn,Average,On Schedule,High,0,1,Low,79.51,0.7374
R03070,Warehouse_C,City_X,720.07,157.81,Clear,Low,6364.51,Truck_Large,60.98,13.41,CNG,8.8,45.7,39.5,D03070,Furniture,Delivered,Urban,200.98,2.69,0.31,Good,Poor,On Schedule,High,0,3,Medium,424.51,0.5895
R03071,Warehouse_C,City_Z,828.73,259.9,Clear,Low,18811.52,Truck_Large,78.28,12.55,Diesel,21.1,47.0,19.2,D03071,Furniture,Delivered,Urban,284.24,2.52,0.47,Good,Poor,Pending,Low,3,0,High,654.95,0.7903
R03072,Warehouse_A,City_Y,677.79,173.53,Rain,Medium,4890.77,Truck_Small,50.31,15.14,Diesel,14.5,54.6,20.8,D03072,Groceries,Delivered,Urban,176.51,2.73,0.3,New,Average,On Schedule,Medium,2,3,Low,473.74,0.6989
R03073,Warehouse_A,City_X,62.29,20.67,Clear,Medium,4164.25,Truck_Medium,72.46,2.15,Diesel,16.7,51.7,44.2,D03073,Furniture,Delivered,Highway,29.56,2.76,0.44,New,Poor,Overdue,Low,2,3,Medium,57.05,0.9159
R03074,Warehouse_B,City_Y,221.13,73.33,Clear,Low,4454.93,,51.12,5.73,Diesel,10.4,34.4,31.1,D03074,Groceries,Delivered,Highway,88.87,2.78,0.26,Good,Poor,On Schedule,Medium,3,1,Low,203.86,0.9219
R03075,Warehouse_A,City_X,375.01,127.88,Clear,Low,14867.51,Truck_Small,61.33,7.68,CNG,13.0,67.1,40.6,D03075,Groceries,Delivered,Urban,145.48,2.66,0.35,New,Poor,Pending,Medium,1,3,Low,340.16,0.9071
R03076,Warehouse_B,City_X,272.01,108.39,Clear,Medium,17872.38,Truck_Medium,96.13,4.42,Diesel,-8.2,37.8,38.8,D03076,Electronics,Delivered,Urban,159.73,2.54,0.5,Worn,Average,On Schedule,Medium,1,0,High,275.31,1.0121
R03077,Warehouse_C,City_Y,964.52,267.5,Rain,Medium,8473.98,Truck_Large,93.74,11.91,Diesel,36.3,82.1,28.7,D03077,Furniture,Delivered,Highway,278.47,2.56,0.41,New,Good,Pending,Low,2,0,Low,684.8,0.71
R03078,Warehouse_C,City_X,669.01,,Clear,Low,3585.52,,97.19,8.78,Diesel,-8.5,81.6,37.4,D03078,Machinery,Delivered,Rural,230.22,2.63,0.33,Worn,Average,On Schedule,Low,0,1,Medium,515.64,0.7708
R03079,Warehouse_B,City_X,332.12,119.87,Snow,Medium,,Truck_Small,75.49,5.36,Petrol,28.6,34.3,35.4,D03079,Furniture,Delivered,Rural,130.5,2.63,0.42,Good,Poor,Overdue,Low,0,0,Medium,315.26,0.9492
R03080,Warehouse_C,City_Z,933.21,294.59,Clear,Low,4988.76,Truck_Large,70.08,15.06,Electric,4.9,54.8,24.0,D03080,Electronics,Delivered,Rural,440.59,2.72,0.34,Good,Average,Overdue,High,1,2,High,801.28,0.8586
